work_location,company,job_title,skills,id
France,Expensya SAS,xamarinc net mobile study engoly,"java, swift, react native, ios development, android development",1163
France,agap2 · Full-time,rpa developer,"java, springboot, agile methodology, software design patterns, apis",1164
France,KaOra Partners · Permanent,developer explore rpa,"java, springboot, agile methodology, software design patterns, apis",1165
France,Tunisian Center for Social Entrepreneurship,project manager,"project management, agile methodologies, team leadership, budgeting, risk management",1166
Tunisia,ITServ,net developer,".net, c#, agile methodology, software design patterns, apis",1167
Tunisia,EY,consultant dotnet,"java, python, c++, agile methodology, software design patterns",1168
Tunisia,NoStatik Media · Full-time,software developer,"java, python, c++, agile methodology, software design patterns",1169
Tunisia,TAIPAN · Full-time,software developer,"java, python, c++, agile methodology, software design patterns",1170
Tunisia,Expensya · Internship,software engineer intern,"java, python, c++, agile methodology, software design patterns	",1171
"Paris, Île-de-France, France",Yellowsys · Full-time,lead developer,"java, springboot, agile methodology, software design patterns, apis",1172
"Paris, Île-de-France, France",Methys Carthage,mobile and web developer,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",1173
"Paris, Île-de-France, France",I.T.Grapes,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",1174
"Ben Arous, Tunisia",Office de l'aviation civile et des aéroports (OACA),technician trainee,"python, tensorflow, pytorch, data preprocessing, model tuning",1175
"Ben Arous, Tunisia",Société Tunisienne des Industries de Raffinage - STIR,technician trainee,"python, tensorflow, pytorch, data preprocessing, model tuning",1176
"Nabeul, Tunisia",Sagemcom,full stack engineer,"javascript, python, java, mysql, restful apis",1177
"Ben Arous, Tunisia",Sagemcom · Full-time,senior project manager,"product development, product strategy, market analysis, user research, roadmapping",1178
"Ben Arous, Tunisia","VIIHEALTH, INC.",senior back end developer,"python, java, node.js, restful apis, database design",1179
"Ben Arous, Tunisia",RafikniCard,director of technology,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1180
"Ben Arous, Tunisia",AMY EVOLUTION,responsable it,"client management, project management, needs analysis, strategic planning, technical writing",1181
"Ben Arous, Tunisia",Tunisie Télécom,consultant support technique,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1182
"Cite El Khadra, Tunisia",Sagemcom · Full-time,test and validation engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1183
"Ben Arous, Tunisia",Sagemcom,methods engineer,"java, python, c++, agile methodology, software design patterns",1184
"Ben Arous, Tunisia",Société Tunisienne de l'Electricité et du Gaz (STEG) · Internship,trainee project,"java, python, c++, agile methodology, software design patterns	",1185
Tunisia,SAFI ingénierie · Internship,full stack developer,"javascript, python, java, mysql, restful apis",1186
Tunisia,TRAGEDEL · Internship,full stack developer,"javascript, python, java, mysql, restful apis",1187
"Sousse, Tunisia",SAGEMCOM,gateway validation test engineer,"java, python, c++, agile methodology, software design patterns	",1188
"Sousse, Tunisia",NOVATEL IT Group,back office rno engineer,"python, java, node.js, restful apis, database design",1189
"Sousse, Tunisia",Orange Tunisie,graduate engineer internship,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1190
"Sousse, Tunisia",ISTQB - International Software Testing Qualifications Board,certified tester foundation level ctfl,"test automation, test planning, performance testing, agile testing, test case design",1191
"Ariana Ville, Ariana, Tunisia",Sagemcom,software development engineer,"java, python, c++, agile methodology, software design patterns\t",1193
Tunisia,Sagemcom · Full-time,embedded engineer junior,"java, python, c++, agile methodology, software design patterns",1194
Tunisia,Sagemcom · Full-time,test and validation engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1196
Tunisia,telenet · Internship,middleware iot developer,"java, python, c++, agile methodology, software design patterns",1197
Tunisia,AHEADIT Group,computer engineer,"java, python, c++, agile methodology, software design patterns",1198
Tunisia,sagemcom software and technology · Full-time,mechanical development engineer,"java, python, c++, agile methodology, software design patterns	",1200
"Bizerte, Tunisia",Sagemcom  · Full-time,qa engineer,"test planning, test automation, regression testing, load testing, bug tracking",1202
"Ben Arous, Tunisia",Enactus,social media department,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",1203
Tunisia,Sagemcom,data science intern,"statistical analysis, machine learning, data visualization, python, sql, r, machine learning, data visualization, data mining, machine learning, data analysis, data visualization",1204
Tunisia,Mitakus analytics,data science intern,"statistical analysis, machine learning, data visualization, python, sql, r, machine learning, data visualization, data mining, machine learning, data analysis, data visualization",1205
"Ariana, Ariana, Tunisia",Sagemcom · Full-time,embedded software engineer,"java, python, c++, agile methodology, software design patterns",1206
"Ariana, Ariana, Tunisia",Primatec Engineering · Full-time,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",1207
"Ariana, Ariana, Tunisia",csf · Internship,embedded system engineer,"linux, windows server, virtualization, network administration, backup and recovery",1208
Tunisia,Prologic Tunisie,network engineer,"tcp/ip, cisco, firewalls, routing, switching",1209
Tunisia,Sagemcom · Full-time,junior software developer,"java, python, c++, agile methodology, software design patterns",1210
Tunisia,Redlean · Internship,internship for an end of studies project,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1211
Tunisia,Agence Nationale de Certification Electronique TUNTRUST · Internship,internship for an end of studies project,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1212
"Ariana Ville, Ariana, Tunisia",Sagemcom · Full-time,technical project manager,"java, python, c++, agile methodology, software design patterns	",1213
